Season,TeamID,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,id
2003,1102,19.572916666666664,39.8125,8.09375,20.916666666666664,11.447916666666668,17.5625,4.135416666666667,17.135416666666664,13.489583333333334,11.385416666666668,6.135416666666666,1.9166666666666667,18.416666666666664,20031102
2003,1103,27.25,55.83516483516483,5.445054945054945,16.013736263736263,19.153846153846153,26.032967032967033,9.763736263736263,19.98076923076923,15.310439560439562,12.626373626373626,7.260989010989011,2.3159340659340657,19.873626373626372,20031103
2003,1104,23.548128342245988,56.85828877005348,6.165775401069519,19.593582887700535,14.545454545454547,20.49197860962567,13.582887700534759,23.25133689839572,11.59090909090909,13.3475935828877,6.435828877005347,3.679144385026738,18.462566844919785,20031104
2003,1105,24.7593984962406,61.691729323308266,8.071428571428571,21.293233082706767,16.597744360902254,23.067669172932334,13.838345864661655,23.981203007518797,14.954887218045112,18.44736842105263,9.93233082706767,2.052631578947368,19.977443609022558,20031105
2003,1106,23.51794871794872,55.189743589743586,6.089743589743589,17.52820512820513,10.794871794871796,16.75128205128205,12.317948717948719,24.133333333333333,11.766666666666666,17.07948717948718,8.425641025641026,3.184615384615385,18.192307692307693,20031106
2003,1107,24.357142857142858,56.88095238095238,7.9523809523809526,21.785714285714285,10.714285714285715,14.30952380952381,8.404761904761905,21.833333333333336,11.714285714285715,12.714285714285715,6.571428571428571,2.3095238095238093,16.07142857142857,20031107
2003,1108,25.088345864661655,58.41541353383458,5.296992481203008,16.17669172932331,14.394736842105264,21.360902255639097,12.936090225563909,23.419172932330827,14.150375939849624,18.19736842105263,8.261278195488721,3.6917293233082704,19.569548872180448,20031108
2003,1110,23.05357142857143,53.60714285714286,8.696428571428571,23.19642857142857,11.183035714285715,16.379464285714285,10.017857142857142,23.07142857142857,14.089285714285715,13.1875,6.339285714285714,1.7366071428571428,18.21875,20031110
2003,1111,28.18125,65.08125,6.96875,22.55,18.48125,25.74375,13.2625,24.36875,14.79375,16.00625,9.65,4.35,19.2375,20031111
2003,1112,29.153333333333336,68.92,6.873333333333333,23.119999999999997,16.42,23.973333333333336,16.42,25.746666666666666,15.6,14.733333333333334,8.553333333333333,4.12,18.740000000000002,20031112
2003,1113,26.618686868686872,57.19949494949495,4.141414141414142,13.073232323232324,17.073232323232325,25.6010101010101,13.59090909090909,22.7020202020202,15.108585858585858,14.035353535353536,5.042929292929292,3.8939393939393936,19.72222222222222,20031113
2003,1114,23.96875,54.0625,6.65625,18.510416666666664,15.135416666666668,21.916666666666664,10.6875,22.833333333333336,11.489583333333332,15.854166666666668,6.5625,2.2916666666666665,20.8125,20031114
2003,1115,20.604166666666664,54.27083333333333,5.0625,17.020833333333336,12.604166666666668,19.229166666666664,9.875,22.0625,10.520833333333332,18.645833333333336,7.979166666666666,3.270833333333333,20.875,20031115
2003,1116,22.54093567251462,55.45029239766082,6.228070175438597,19.421052631578945,12.912280701754385,20.912280701754387,14.716374269005847,24.66081871345029,10.57017543859649,16.93859649122807,6.4298245614035086,3.745614035087719,20.421052631578945,20031116
2003,1117,24.03636363636364,54.75757575757576,8.127272727272727,21.53030303030303,16.136363636363637,21.778787878787877,11.05151515151515,20.55151515151515,12.2,13.366666666666667,7.327272727272728,1.6393939393939394,21.257575757575758,20031117
2003,1119,21.64393939393939,46.90909090909091,6.795454545454545,17.015151515151516,10.5,14.424242424242426,7.090909090909091,22.325757575757574,12.848484848484848,17.492424242424242,5.75,1.4848484848484849,18.31818181818182,20031119
2003,1120,25.07416267942584,54.686602870813395,5.595693779904305,16.760765550239235,12.248803827751196,18.526315789473685,11.832535885167465,21.66267942583732,12.665071770334928,16.055023923444978,7.7009569377990434,4.667464114832536,16.36602870813397,20031120
2003,1122,22.771428571428572,53.44285714285714,6.325,18.47142857142857,15.285714285714285,22.05,10.842857142857143,23.360714285714288,12.903571428571428,15.660714285714286,7.117857142857143,4.728571428571428,19.239285714285714,20031122
2003,1123,26.167420814479637,60.457013574660635,5.52262443438914,16.79638009049774,16.34841628959276,22.452488687782804,13.156108597285067,22.081447963800905,10.803167420814479,12.744343891402714,5.18552036199095,2.1493212669683257,22.755656108597286,20031123
2003,1124,23.607142857142854,58.0,9.071428571428571,26.535714285714285,12.714285714285715,17.535714285714285,11.714285714285715,23.17857142857143,14.214285714285715,13.285714285714285,8.321428571428571,2.9642857142857144,15.75,20031124
